loss,accuracy,val_loss,val_accuracy
0.3475356101989746,0.9388243556022644,1.2565739154815674,0.7739616632461548
0.381237268447876,0.9429255127906799,2.2187752723693848,0.5519169569015503
0.41309258341789246,0.9258373379707336,0.35723191499710083,0.8793929815292358
0.3681783378124237,0.9463431239128113,3.627829074859619,0.5087859630584717
0.48596349358558655,0.9227614402770996,0.3058217763900757,0.8809903860092163
0.33640414476394653,0.943267285823822,1.6239031553268433,0.699680507183075
0.5606182813644409,0.9384825825691223,1.5191547870635986,0.605431318283081
0.43277204036712646,0.9473684430122375,1.2132549285888672,0.7476038336753845
0.406686007976532,0.9453178644180298,1.1006665229797363,0.7108626365661621
0.4581300914287567,0.937115490436554,1.817510962486267,0.6741213798522949
0.5760121941566467,0.9237867593765259,0.495944082736969,0.8011181950569153
0.4005749523639679,0.9302802681922913,0.3539247214794159,0.8777955174446106
0.45987966656684875,0.9347231984138489,3.9525985717773438,0.52555912733078
0.5181072950363159,0.921394407749176,0.5380428433418274,0.8274760246276855
0.3692953288555145,0.9412167072296143,0.3308181166648865,0.8905750513076782
0.4290015399456024,0.9272043704986572,1.2860827445983887,0.7603833675384521
0.5818841457366943,0.9210526347160339,2.0302467346191406,0.6629393100738525
0.34643781185150146,0.9439507722854614,1.060219407081604,0.7036741375923157
0.45191851258277893,0.9354066848754883,3.5417044162750244,0.5359424948692322
0.42951735854148865,0.9391660690307617,0.12734803557395935,0.9536741375923157
0.34346655011177063,0.9350649118423462,0.22397877275943756,0.9161341786384583
0.4894719123840332,0.9419001936912537,0.48026448488235474,0.8434504866600037
0.41416025161743164,0.9306219816207886,0.1758231818675995,0.9241213798522949
0.31624674797058105,0.9398496150970459,0.32648542523384094,0.8937699794769287
0.37740084528923035,0.9330143332481384,0.4285139739513397,0.8426517844200134
0.373793363571167,0.9316473007202148,0.5526328086853027,0.8410543203353882
0.3891310691833496,0.9360902309417725,1.2955378293991089,0.6589456796646118
0.4246431887149811,0.9231032133102417,1.6104322671890259,0.5678913593292236
0.36289963126182556,0.9456595778465271,3.2910678386688232,0.5966453552246094
0.4488810896873474,0.9470266699790955,1.6401591300964355,0.6924920082092285
0.41879603266716003,0.9254955649375916,0.9553293585777283,0.7236421704292297
0.3857925832271576,0.9429255127906799,0.3782532215118408,0.8530351519584656
0.3482288122177124,0.937115490436554,0.5553251504898071,0.8282747864723206
0.3791472315788269,0.9377990365028381,0.60814368724823,0.8730031847953796
0.5047830939292908,0.9319890737533569,0.24265313148498535,0.9121405482292175
0.2850257456302643,0.9330143332481384,0.8820033669471741,0.8282747864723206
0.4690755009651184,0.9319890737533569,1.2619109153747559,0.7819488644599915
0.468136191368103,0.9217361807823181,0.19629399478435516,0.9169328808784485
0.396369993686676,0.929254949092865,0.3384481966495514,0.8825878500938416
0.41816508769989014,0.9333561062812805,0.5148424506187439,0.8482428193092346
